101 1573564192 4064,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564193 4064,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564194 4064,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564195 4064,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564196 4064,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564197 2580,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564198 2580,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564199 2580,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564200 2580,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564201 2580,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564207 1422,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564208 1422,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564209 1422,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564210 1422,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564211 1422,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564212 1964,600000 -1,000000 -101,000000 0,000000 0,000000
101 1573564213 1964,600000 -1,000000 -101,000000 0,000000 0,000000
101 1573564214 1964,600000 -1,000000 -101,000000 0,000000 0,000000
101 1573564215 1964,600000 -1,000000 -101,000000 0,000000 0,000000
101 1573564216 1964,600000 -1,000000 -101,000000 0,000000 0,000000
101 1573564222 3039,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564223 3039,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564224 3039,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564225 3039,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564226 3039,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564227 4992,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564228 4992,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564229 4992,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564230 4992,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564231 4992,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564232 1967,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564233 1967,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564234 1967,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564235 1967,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564236 1967,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564237 5366,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564238 5366,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564239 5366,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564240 5366,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564241 5366,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564242 1967,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564243 1967,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564244 1967,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564245 1967,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564246 1967,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564252 4605,600000 -1,000000 -101,000000 0,000000 0,000000
101 1573564253 4605,600000 -1,000000 -101,000000 0,000000 0,000000
101 1573564254 4605,600000 -1,000000 -101,000000 0,000000 0,000000
101 1573564255 4605,600000 -1,000000 -101,000000 0,000000 0,000000
101 1573564256 4605,600000 -1,000000 -101,000000 0,000000 0,000000
101 1573564257 2035,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564258 2035,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564259 2035,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564260 2035,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564261 2035,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564262 3350,600000 -1,000000 -101,000000 0,000000 0,000000
101 1573564263 3350,600000 -1,000000 -101,000000 0,000000 0,000000
101 1573564264 3350,600000 -1,000000 -101,000000 0,000000 0,000000
101 1573564265 3350,600000 -1,000000 -101,000000 0,000000 0,000000
101 1573564266 3350,600000 -1,000000 -101,000000 0,000000 0,000000
101 1573564267 5592,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564268 5592,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564269 5592,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564270 5592,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564271 5592,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564272 3390,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564273 3390,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564274 3390,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564275 3390,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564276 3390,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564277 1964,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564278 1964,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564279 1964,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564280 1964,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564281 1964,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564282 3633,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564283 3633,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564284 3633,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564285 3633,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564286 3633,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564287 2113,600000 -1,000000 -101,000000 0,000000 0,000000
101 1573564288 2113,600000 -1,000000 -101,000000 0,000000 0,000000
101 1573564289 2113,600000 -1,000000 -101,000000 0,000000 0,000000
101 1573564290 2113,600000 -1,000000 -101,000000 0,000000 0,000000
101 1573564291 2113,600000 -1,000000 -101,000000 0,000000 0,000000
101 1573564292 4794,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564293 4794,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564294 4794,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564295 4794,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564296 4794,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564297 6954,600000 -1,000000 -101,000000 0,000000 0,000000
101 1573564298 6954,600000 -1,000000 -101,000000 0,000000 0,000000
101 1573564299 6954,600000 -1,000000 -101,000000 0,000000 0,000000
101 1573564300 6954,600000 -1,000000 -101,000000 0,000000 0,000000
101 1573564301 6954,600000 -1,000000 -101,000000 0,000000 0,000000
101 1573564302 3387,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564303 3387,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564304 3387,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564305 3387,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564306 3387,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564307 4504,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564308 4504,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564309 4504,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564310 4504,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564311 4504,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564312 9471,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564313 9471,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564314 9471,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564315 9471,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564316 9471,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564317 1967,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564318 1967,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564319 1967,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564320 1967,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564321 1967,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564322 3172,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564323 3172,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564324 3172,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564325 3172,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564326 3172,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564327 7611,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564328 7611,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564329 7611,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564330 7611,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564331 7611,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564332 4523,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564333 4523,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564334 4523,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564335 4523,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564336 4523,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564337 1995,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564338 1995,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564339 1995,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564340 1995,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564341 1995,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564342 12293,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564343 12293,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564344 12293,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564345 12293,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564346 12293,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564347 4741,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564348 4741,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564349 4741,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564350 4741,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564351 4741,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564352 3387,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564353 3387,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564354 3387,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564355 3387,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564356 3387,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564357 11190,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564358 11190,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564359 11190,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564360 11190,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564361 11190,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564362 1967,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564363 1967,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564364 1967,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564365 1967,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564366 1967,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564367 11670,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564368 11670,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564369 11670,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564370 11670,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564371 11670,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564372 3037,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564373 3037,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564374 3037,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564375 3037,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564376 3037,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564377 6757,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564378 6757,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564379 6757,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564380 6757,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564381 6757,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564382 10641,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564383 10641,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564384 10641,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564385 10641,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564386 10641,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564387 10800,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564388 10800,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564389 10800,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564390 10800,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564391 10800,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564392 3102,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564393 3102,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564394 3102,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564395 3102,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564396 3102,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564397 3962,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564398 3962,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564399 3962,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564400 3962,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564401 3962,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564402 15105,600000 -1,000000 -101,000000 0,000000 0,000000
101 1573564403 15105,600000 -1,000000 -101,000000 0,000000 0,000000
101 1573564404 15105,600000 -1,000000 -101,000000 0,000000 0,000000
101 1573564405 15105,600000 -1,000000 -101,000000 0,000000 0,000000
101 1573564406 15105,600000 -1,000000 -101,000000 0,000000 0,000000
101 1573564407 2731,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564408 2731,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564409 2731,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564410 2731,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564411 2731,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564412 14850,600000 -1,000000 -101,000000 0,000000 0,000000
101 1573564413 14850,600000 -1,000000 -101,000000 0,000000 0,000000
101 1573564414 14850,600000 -1,000000 -101,000000 0,000000 0,000000
101 1573564415 14850,600000 -1,000000 -101,000000 0,000000 0,000000
101 1573564416 14850,600000 -1,000000 -101,000000 0,000000 0,000000
101 1573564417 12544,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564418 12544,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564419 12544,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564420 12544,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564421 12544,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564422 3390,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564423 3390,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564424 3390,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564425 3390,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564426 3390,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564427 12154,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564428 12154,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564429 12154,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564430 12154,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564431 12154,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564432 5053,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564433 5053,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564434 5053,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564435 5053,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564436 5053,200000 -1,000000 -101,000000 0,000000 0,000000
101 1573564437 14527,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564438 14527,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564439 14527,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564440 14527,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564441 14527,400000 -1,000000 -101,000000 0,000000 0,000000
101 1573564442 4052,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564443 4052,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564444 4052,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564445 4052,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564446 4052,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564447 7308,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564448 7308,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564449 7308,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564450 7308,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564451 7308,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564452 23262,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564453 23262,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564454 23262,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564455 23262,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564456 23262,000000 -1,000000 -101,000000 0,000000 0,000000
101 1573564457 3126,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564458 3126,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564459 3126,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564460 3126,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564461 3126,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564462 7187,800000 -1,000000 -101,000000 0,000000 0,000000
101 1573564463 7187,800000 -1,000000 -101,000000 0,000000 0,000000
